Image,Expert01,Expert02
qc_014_S_1095_20080129_redskull_bison,,Fail
qc_014_S_2185_20101210_redskull_bison,,Fail
qc_014_S_2185_20110328_redskull_bison,Fail,Fail
qc_014_S_2185_20110707_redskull_bison,Fail,Fail
qc_014_S_2185_20120113_redskull_bison,Fail,Fail
qc_014_S_2185_20130208_redskull_bison,Fail,Fail
qc_014_S_2308_20110217_redskull_bison,,Fail
qc_014_S_2308_20110519_redskull_bison,,Pass
qc_014_S_2308_20110908_redskull_bison,Pass,Pass
qc_014_S_2308_20120322_redskull_bison,Pass,Pass
qc_014_S_2308_20130411_redskull_bison,Pass,Pass
qc_014_S_2308_20140514_redskull_bison,Pass,Pass
qc_014_S_4039_20110602_redskull_bison,,Fail
qc_014_S_4039_20110915_redskull_bison,Fail,Fail
qc_014_S_4039_20111208_redskull_bison,Fail,Fail
qc_014_S_4039_20120607_redskull_bison,,Fail
qc_014_S_4039_20130626_redskull_bison,,Fail
qc_014_S_4058_20110526_redskull_bison,Fail,Fail
qc_014_S_4058_20110929_redskull_bison,Pass,Pass
qc_014_S_4058_20111222_redskull_bison,,Fail
qc_014_S_4058_20120607_redskull_bison,Fail,Fail
qc_014_S_4058_20130711_redskull_bison,Fail,Fail
qc_014_S_4068_20110609_redskull_bison,Fail,Fail
qc_014_S_4079_20110616_redskull_bison,Pass,Pass
qc_014_S_4079_20110922_redskull_bison,Pass,Pass
qc_014_S_4079_20111215_redskull_bison,,Pass
qc_014_S_4079_20120621_redskull_bison,,Pass
qc_014_S_4079_20130725_redskull_bison,Pass,Pass
qc_014_S_4080_20110616_redskull_bison,Pass,Pass
qc_014_S_4080_20110915_redskull_bison,,Pass
qc_014_S_4080_20111215_redskull_bison,Pass,Pass
qc_014_S_4080_20120621_redskull_bison,Pass,Pass
qc_014_S_4093_20110707_redskull_bison,,Pass
qc_014_S_4093_20111013_redskull_bison,Pass,Pass
qc_014_S_4093_20120112_redskull_bison,Pass,Pass
qc_014_S_4093_20120705_redskull_bison,Pass,Pass
qc_014_S_4263_20111006_redskull_bison,,Fail
qc_014_S_4263_20120105_redskull_bison,Fail,Fail
qc_014_S_4263_20120412_redskull_bison,,Fail
qc_014_S_4263_20121011_redskull_bison,Fail,Fail
qc_014_S_4263_20131031_redskull_bison,Fail,Fail
qc_014_S_4328_20111107_redskull_bison,Pass,Pass
qc_014_S_4328_20120209_redskull_bison,Fail,Pass
qc_014_S_4328_20120419_redskull_bison,Pass,Pass
qc_014_S_4328_20121108_redskull_bison,Pass,Pass
qc_014_S_4328_20131121_redskull_bison,Fail,Fail
qc_014_S_4401_20111202_redskull_bison,Pass,Pass
qc_014_S_4401_20120412_redskull_bison,,Pass
qc_014_S_4401_20120614_redskull_bison,,Pass
qc_014_S_4401_20121220_redskull_bison,,Pass
qc_014_S_4401_20140213_redskull_bison,,Pass
qc_014_S_4576_20120308_redskull_bison,,Fail
qc_014_S_4576_20120614_redskull_bison,Fail,Fail
qc_014_S_4576_20120920_redskull_bison,Fail,Fail
qc_014_S_4576_20130404_redskull_bison,,Fail
qc_014_S_4576_20140409_redskull_bison,,Fail
qc_014_S_4577_20120308_redskull_bison,,Pass
qc_014_S_4577_20120628_redskull_bison,Fail,Fail
qc_014_S_4577_20120920_redskull_bison,Pass,Pass
qc_014_S_4577_20130808_redskull_bison,,Fail
qc_014_S_4615_20120329_redskull_bison,,Pass
qc_014_S_4615_20120628_redskull_bison,,Pass
qc_014_S_4615_20121011_redskull_bison,Pass,Pass
qc_014_S_4615_20130411_redskull_bison,,Pass
qc_014_S_4668_20120426_redskull_bison,Pass,Pass
qc_014_S_4668_20120726_redskull_bison,Pass,Fail
qc_014_S_4668_20121025_redskull_bison,,Fail
qc_014_S_4668_20130530_redskull_bison,,Pass
qc_016_S_0354_20060505_redskull_bison,,Fail
qc_016_S_0354_20061206_redskull_bison,,Fail
qc_016_S_0354_20070711_redskull_bison,,Pass
qc_016_S_0359_20060406_redskull_bison,,Fail
qc_016_S_0359_20061205_redskull_bison,,Fail
qc_016_S_0359_20070709_redskull_bison,,Fail
qc_016_S_0359_20080715_redskull_bison,,Fail
qc_016_S_0359_20090618_redskull_bison,,Fail
qc_016_S_0359_20101104_redskull_bison,,Fail
qc_016_S_0359_20110929_redskull_bison,,Fail
qc_016_S_0359_20130924_redskull_bison,,Fail
qc_016_S_0538_20060802_redskull_bison,,Pass
qc_016_S_0538_20061215_redskull_bison,,Pass
qc_016_S_0538_20070301_redskull_bison,,Pass
qc_016_S_0538_20070820_redskull_bison,,Pass
qc_016_S_0538_20080812_redskull_bison,,Pass
qc_016_S_0538_20090817_redskull_bison,,Pass
qc_016_S_0590_20060606_redskull_bison,,Fail
qc_016_S_0702_20060724_redskull_bison,,Fail
qc_016_S_0702_20070221_redskull_bison,,Fail
qc_016_S_0702_20071106_redskull_bison,,Fail
qc_016_S_0702_20080227_redskull_bison,,Fail
qc_016_S_0702_20080821_redskull_bison,,Fail
qc_016_S_0702_20090831_redskull_bison,,Fail
qc_016_S_0702_20100831_redskull_bison,,Fail
qc_016_S_0702_20110829_redskull_bison,,Fail
qc_016_S_0702_20130509_redskull_bison,,Fail
qc_016_S_0769_20060802_redskull_bison,,Fail
qc_016_S_0769_20060824_redskull_bison,,Fail
qc_016_S_0769_20070319_redskull_bison,,Fail
qc_016_S_0769_20070321_redskull_bison,,Fail
qc_016_S_0769_20070820_redskull_bison,,Fail
qc_016_S_0769_20070824_redskull_bison,Fail,Fail
qc_016_S_0769_20080303_redskull_bison,,Fail
qc_016_S_0769_20080313_redskull_bison,,Fail
qc_016_S_0769_20090824_redskull_bison,,Fail
qc_016_S_0991_20061101_redskull_bison,,Fail
qc_016_S_0991_20070730_redskull_bison,,Fail
qc_016_S_0991_20071213_redskull_bison,,Fail
qc_016_S_0991_20090422_redskull_bison,,Fail
qc_016_S_1028_20061102_redskull_bison,,Fail
qc_016_S_1028_20070709_redskull_bison,,Fail
qc_016_S_1028_20071129_redskull_bison,,Fail
qc_016_S_1028_20080529_redskull_bison,,Fail
qc_016_S_1028_20081209_redskull_bison,,Fail
qc_016_S_1092_20061211_redskull_bison,,Pass
qc_016_S_1092_20070716_redskull_bison,,Pass
qc_016_S_1092_20071217_redskull_bison,,Pass
qc_016_S_1092_20080731_redskull_bison,,Pass
qc_016_S_1092_20090128_redskull_bison,,Pass
qc_016_S_1092_20091215_redskull_bison,,Pass
qc_016_S_1117_20061201_redskull_bison,,Fail
qc_016_S_1117_20070108_redskull_bison,Fail,Fail
qc_016_S_1117_20070802_redskull_bison,,Fail
qc_016_S_1117_20071012_redskull_bison,,Fail
qc_016_S_1117_20071218_redskull_bison,,Fail
qc_016_S_1117_20071221_redskull_bison,Fail,Fail
qc_016_S_1117_20080828_redskull_bison,,Fail
qc_016_S_1117_20081027_redskull_bison,,Fail
qc_016_S_1117_20090116_redskull_bison,,Fail
qc_016_S_1117_20090225_redskull_bison,Fail,Fail
qc_016_S_1117_20100624_redskull_bison,,Fail
qc_016_S_1117_20110510_redskull_bison,,Fail
qc_016_S_1117_20120626_redskull_bison,,Fail
qc_016_S_1121_20061206_redskull_bison,,Pass
qc_016_S_1121_20070111_redskull_bison,,Pass
qc_016_S_1121_20070628_redskull_bison,,Pass
qc_016_S_1121_20070702_redskull_bison,Pass,Pass
qc_016_S_1121_20071214_redskull_bison,,Pass
qc_016_S_1121_20071221_redskull_bison,,Fail
qc_016_S_1121_20080721_redskull_bison,,Pass
qc_016_S_1121_20080724_redskull_bison,,Pass
qc_016_S_1121_20081215_redskull_bison,,Pass
qc_016_S_1121_20081223_redskull_bison,Pass,Pass
qc_016_S_1121_20091216_redskull_bison,,Pass
qc_016_S_1138_20061228_redskull_bison,,Fail
qc_016_S_1138_20070419_redskull_bison,Fail,Pass
qc_016_S_1138_20070730_redskull_bison,,Fail
qc_016_S_1138_20070802_redskull_bison,,Fail
qc_016_S_1149_20070104_redskull_bison,,Fail
qc_016_S_1149_20070313_redskull_bison,,Fail
qc_016_S_1263_20070227_redskull_bison,,Pass
qc_016_S_1326_20070301_redskull_bison,,Fail
qc_016_S_1326_20070402_redskull_bison,,Fail
qc_016_S_1326_20070927_redskull_bison,,Fail
qc_016_S_1326_20070928_redskull_bison,Fail,Fail
qc_016_S_1326_20080327_redskull_bison,,Fail
qc_016_S_1326_20080331_redskull_bison,,Fail
qc_016_S_1326_20081006_redskull_bison,,Fail
qc_016_S_1326_20081014_redskull_bison,Fail,Fail
qc_016_S_1326_20090401_redskull_bison,,Fail
qc_016_S_1326_20090413_redskull_bison,,Fail
qc_016_S_1326_20100512_redskull_bison,,Fail
qc_016_S_1326_20110502_redskull_bison,,Fail
qc_016_S_1326_20120607_redskull_bison,,Fail
qc_016_S_1326_20130319_redskull_bison,,Fail
qc_018_S_0043_20060810_redskull_bison,,Pass
qc_018_S_0043_20070206_redskull_bison,,Pass
qc_018_S_0043_20080215_redskull_bison,,Pass
qc_018_S_0043_20090121_redskull_bison,,Pass
qc_018_S_0043_20100219_redskull_bison,,Pass
qc_018_S_0055_20060718_redskull_bison,,Fail
qc_018_S_0055_20070227_redskull_bison,,Fail
qc_018_S_0055_20081009_redskull_bison,,Fail
qc_018_S_0055_20110518_redskull_bison,,Fail
qc_018_S_0055_20120515_redskull_bison,,Fail
qc_018_S_0055_20130701_redskull_bison,,Fail
qc_018_S_0055_20150706_redskull_bison,,Fail
qc_018_S_0057_20051117_redskull_bison,,Pass
qc_018_S_0057_20060818_redskull_bison,,Pass
qc_018_S_0057_20070105_redskull_bison,,Pass
qc_018_S_0057_20070821_redskull_bison,,Pass
qc_018_S_0057_20080201_redskull_bison,,Pass
qc_018_S_0080_20051229_redskull_bison,,Fail
qc_018_S_0080_20060711_redskull_bison,,Fail
qc_018_S_0080_20070111_redskull_bison,,Fail
qc_018_S_0087_20051222_redskull_bison,,Pass
qc_018_S_0087_20060821_redskull_bison,,Pass
qc_018_S_0087_20070209_redskull_bison,,Pass
qc_018_S_0087_20070801_redskull_bison,,Pass
qc_018_S_0103_20060105_redskull_bison,,Pass
qc_018_S_0103_20060808_redskull_bison,,Fail
qc_018_S_0142_20060119_redskull_bison,,Pass
qc_018_S_0142_20060825_redskull_bison,,Pass
qc_018_S_0142_20070216_redskull_bison,,Pass
qc_018_S_0142_20070809_redskull_bison,,Pass
qc_018_S_0142_20080303_redskull_bison,,Pass
qc_018_S_0142_20090211_redskull_bison,,Pass
qc_018_S_0142_20100517_redskull_bison,,Pass
qc_018_S_0142_20110208_redskull_bison,,Pass
qc_018_S_0142_20120427_redskull_bison,,Pass
qc_018_S_0142_20130301_redskull_bison,,Pass
qc_018_S_0142_20140228_redskull_bison,,Pass
qc_018_S_0142_20150209_redskull_bison,,Pass
qc_018_S_0155_20060223_redskull_bison,,Pass
qc_018_S_0155_20060921_redskull_bison,,Pass
qc_018_S_0155_20070320_redskull_bison,,Pass
qc_018_S_0155_20070913_redskull_bison,,Pass
qc_018_S_0155_20080306_redskull_bison,,Pass
qc_018_S_0155_20090320_redskull_bison,,Pass
qc_018_S_0277_20060316_redskull_bison,,Fail
qc_018_S_0286_20060323_redskull_bison,,Pass
qc_018_S_0286_20061116_redskull_bison,,Pass
qc_018_S_0286_20070515_redskull_bison,,Pass
qc_018_S_0286_20080515_redskull_bison,,Pass
qc_018_S_0335_20060516_redskull_bison,Fail,Fail
qc_018_S_0335_20061128_redskull_bison,,Fail
qc_018_S_0335_20070522_redskull_bison,,Pass
qc_018_S_0335_20080624_redskull_bison,,Fail
qc_018_S_0369_20060330_redskull_bison,,Pass
qc_018_S_0369_20060511_redskull_bison,Pass,Pass
qc_018_S_0369_20061027_redskull_bison,,Pass
qc_018_S_0369_20061031_redskull_bison,,Pass
qc_018_S_0369_20070424_redskull_bison,,Pass
qc_018_S_0369_20080513_redskull_bison,,Pass
qc_018_S_0369_20090610_redskull_bison,,Pass
qc_018_S_0369_20090716_redskull_bison,,Pass
qc_018_S_0406_20060420_redskull_bison,,Pass
qc_018_S_0406_20060626_redskull_bison,Pass,Fail
qc_018_S_0406_20061205_redskull_bison,,Fail
qc_018_S_0406_20061207_redskull_bison,,Pass
qc_018_S_0406_20070608_redskull_bison,,Fail
qc_018_S_0406_20080125_redskull_bison,,Pass
qc_018_S_0406_20080617_redskull_bison,,Pass
qc_018_S_0406_20090708_redskull_bison,Pass,Pass
qc_018_S_0406_20090730_redskull_bison,,Pass
qc_018_S_0425_20060419_redskull_bison,,Fail
qc_018_S_0425_20060619_redskull_bison,,Fail
qc_018_S_0425_20061212_redskull_bison,,Fail
qc_018_S_0425_20070615_redskull_bison,,Fail
qc_018_S_0425_20080606_redskull_bison,,Fail
qc_018_S_0450_20060504_redskull_bison,,Fail
qc_018_S_0450_20060623_redskull_bison,Fail,Fail
qc_018_S_0450_20061208_redskull_bison,,Fail
qc_018_S_0450_20070612_redskull_bison,,Fail
qc_018_S_0450_20071210_redskull_bison,,Fail
qc_018_S_0450_20080609_redskull_bison,,Fail
qc_018_S_0450_20090701_redskull_bison,Pass,Fail
qc_018_S_0450_20090716_redskull_bison,,Fail
qc_018_S_0633_20060615_redskull_bison,,Pass
qc_018_S_0633_20060717_redskull_bison,,Fail
qc_018_S_0633_20070119_redskull_bison,,Pass
qc_018_S_0633_20070717_redskull_bison,,Fail
qc_018_S_0633_20080728_redskull_bison,Fail,Fail
qc_018_S_0633_20080925_redskull_bison,,Pass
qc_018_S_0682_20060706_redskull_bison,,Fail
qc_018_S_0682_20070202_redskull_bison,,Fail
qc_018_S_0682_20070731_redskull_bison,,Fail
qc_018_S_0682_20080722_redskull_bison,,Fail
qc_018_S_2133_20101025_redskull_bison,,Pass
qc_018_S_2133_20110321_redskull_bison,Fail,Fail
qc_018_S_2133_20110802_redskull_bison,,Pass
qc_018_S_2133_20120124_redskull_bison,,Pass
qc_018_S_2133_20121218_redskull_bison,,Pass
qc_018_S_2133_20131218_redskull_bison,,Fail
qc_018_S_2133_20141209_redskull_bison,Pass,Pass
qc_018_S_2138_20101104_redskull_bison,,Fail
qc_018_S_2138_20110407_redskull_bison,Pass,Pass
qc_018_S_2138_20110908_redskull_bison,,Pass
qc_018_S_2155_20101202_redskull_bison,,Fail
qc_018_S_2155_20110302_redskull_bison,Fail,Fail
qc_018_S_2155_20110701_redskull_bison,,Fail
qc_018_S_2155_20111222_redskull_bison,,Fail
qc_018_S_2155_20121213_redskull_bison,,Fail
qc_018_S_2155_20131203_redskull_bison,,Fail
qc_018_S_2155_20141218_redskull_bison,Fail,Fail
qc_018_S_2180_20101209_redskull_bison,Fail,Fail
qc_018_S_2180_20110310_redskull_bison,,Fail
qc_018_S_2180_20110726_redskull_bison,Fail,Fail
qc_018_S_2180_20120127_redskull_bison,Fail,Fail
qc_018_S_2180_20130102_redskull_bison,Fail,Fail
qc_018_S_2180_20140107_redskull_bison,Fail,Fail
qc_018_S_2180_20150108_redskull_bison,,Fail
qc_018_S_4257_20111024_redskull_bison,Pass,Pass
qc_018_S_4257_20120409_redskull_bison,,Pass
qc_018_S_4257_20120731_redskull_bison,,Pass
qc_018_S_4313_20111128_redskull_bison,,Pass
qc_018_S_4313_20120412_redskull_bison,Pass,Pass
qc_018_S_4313_20120801_redskull_bison,,Pass
qc_018_S_4313_20121128_redskull_bison,Pass,Pass
qc_018_S_4313_20131212_redskull_bison,,Pass
qc_018_S_4349_20111115_redskull_bison,,Pass
qc_018_S_4349_20120410_redskull_bison,,Pass
qc_018_S_4349_20120710_redskull_bison,,Pass
qc_018_S_4349_20121128_redskull_bison,,Fail
qc_018_S_4349_20131126_redskull_bison,Pass,Pass
qc_018_S_4399_20111215_redskull_bison,Pass,Pass
qc_018_S_4399_20120502_redskull_bison,,Pass
qc_018_S_4399_20120829_redskull_bison,,Pass
qc_018_S_4399_20130111_redskull_bison,,Pass
qc_018_S_4399_20140106_redskull_bison,,Pass
qc_018_S_4400_20111220_redskull_bison,Pass,Pass
qc_018_S_4400_20120409_redskull_bison,Pass,Pass
qc_018_S_4400_20120717_redskull_bison,,Pass
qc_018_S_4400_20130102_redskull_bison,,Pass
qc_018_S_4400_20140128_redskull_bison,Pass,Pass
qc_018_S_4597_20120314_redskull_bison,,Fail
qc_018_S_4597_20120807_redskull_bison,,Fail
qc_018_S_4597_20130311_redskull_bison,,Fail
qc_018_S_4696_20120501_redskull_bison,Fail,Fail
qc_018_S_4696_20120803_redskull_bison,Pass,Pass
qc_018_S_4696_20121101_redskull_bison,Fail,Fail
qc_018_S_4696_20140429_redskull_bison,Pass,Fail
qc_018_S_4733_20120523_redskull_bison,Pass,Pass
qc_018_S_4733_20120829_redskull_bison,,Pass
qc_018_S_4733_20121130_redskull_bison,,Pass
qc_018_S_4809_20120622_redskull_bison,,Fail
qc_018_S_4809_20121005_redskull_bison,Fail,Fail
qc_018_S_4809_20130108_redskull_bison,,Fail
qc_018_S_4809_20130625_redskull_bison,,Fail
qc_018_S_4809_20140619_redskull_bison,,Fail
qc_018_S_4868_20120727_redskull_bison,,Fail
qc_018_S_4868_20121114_redskull_bison,,Pass
qc_018_S_4868_20130211_redskull_bison,Pass,Fail
qc_018_S_4868_20130822_redskull_bison,Pass,Pass
qc_018_S_4868_20140731_redskull_bison,,Pass
qc_018_S_4889_20120810_redskull_bison,,Fail
qc_018_S_4889_20121114_redskull_bison,Pass,Pass
qc_018_S_4889_20130228_redskull_bison,,Pass
qc_018_S_4889_20130813_redskull_bison,Pass,Pass
qc_018_S_4889_20140813_redskull_bison,Fail,Fail
qc_018_S_5074_20130215_redskull_bison,,Pass
qc_018_S_5240_20130723_redskull_bison,Pass,Pass
qc_018_S_5250_20130808_redskull_bison,Pass,Pass
qc_018_S_5262_20130812_redskull_bison,Pass,Fail
qc_019_S_4252_20110928_redskull_bison,Pass,Pass
qc_019_S_4252_20111214_redskull_bison,,Pass
qc_019_S_4252_20120424_redskull_bison,,Pass
qc_019_S_4252_20121023_redskull_bison,,Pass
qc_019_S_4252_20131017_redskull_bison,,Pass
qc_019_S_4285_20111013_redskull_bison,Fail,Fail
qc_019_S_4285_20120110_redskull_bison,,Fail
qc_019_S_4285_20120430_redskull_bison,Fail,Fail
qc_019_S_4285_20121022_redskull_bison,,Fail
qc_019_S_4285_20131107_redskull_bison,,Fail
qc_019_S_4293_20111020_redskull_bison,,Fail
qc_019_S_4293_20120110_redskull_bison,,Fail
qc_019_S_4293_20120509_redskull_bison,Fail,Fail
qc_019_S_4293_20121031_redskull_bison,,Fail
qc_019_S_4293_20131113_redskull_bison,,Fail
qc_019_S_4367_20111130_redskull_bison,,Pass
qc_019_S_4367_20120306_redskull_bison,Pass,Pass
qc_019_S_4367_20120522_redskull_bison,Pass,Pass
qc_019_S_4367_20121119_redskull_bison,,Pass
qc_019_S_4367_20131212_redskull_bison,,Pass
qc_019_S_4477_20120125_redskull_bison,,Fail
qc_019_S_4477_20120411_redskull_bison,Fail,Fail
qc_019_S_4477_20120807_redskull_bison,,Fail
qc_019_S_4477_20130213_redskull_bison,Fail,Fail
qc_019_S_4477_20140206_redskull_bison,Fail,Fail
qc_019_S_4548_20120223_redskull_bison,Fail,Fail
qc_019_S_4548_20120517_redskull_bison,,Fail
qc_019_S_4548_20120827_redskull_bison,Fail,Fail
qc_019_S_4548_20130304_redskull_bison,,Fail
qc_019_S_4549_20120423_redskull_bison,,Fail
qc_019_S_4549_20120723_redskull_bison,,Fail
qc_019_S_4549_20121030_redskull_bison,,Fail
qc_019_S_4549_20130313_redskull_bison,,Fail
qc_019_S_4680_20120424_redskull_bison,Pass,Pass
qc_019_S_4680_20120711_redskull_bison,Fail,Fail
qc_019_S_4680_20121029_redskull_bison,Pass,Pass
qc_019_S_4680_20130506_redskull_bison,Pass,Pass
qc_019_S_4680_20140416_redskull_bison,,Pass
qc_019_S_4835_20120710_redskull_bison,,Fail
qc_019_S_4835_20121008_redskull_bison,,Fail
qc_019_S_4835_20130115_redskull_bison,Fail,Fail
qc_019_S_4835_20130724_redskull_bison,,Fail
qc_019_S_4835_20140807_redskull_bison,,Fail
qc_019_S_5012_20121105_redskull_bison,,Pass
qc_019_S_5012_20130205_redskull_bison,Pass,Pass
qc_019_S_5012_20130515_redskull_bison,Pass,Pass
qc_019_S_5012_20131205_redskull_bison,Pass,Pass
qc_019_S_5019_20121107_redskull_bison,Pass,Pass
qc_019_S_5019_20130211_redskull_bison,,Fail
qc_019_S_5019_20130514_redskull_bison,,Fail
qc_019_S_5019_20131115_redskull_bison,,Fail
qc_019_S_5180_20130522_redskull_bison,Pass,Pass
qc_019_S_5242_20130702_redskull_bison,Fail,Fail
qc_019_S_5242_20140117_redskull_bison,Fail,Fail
qc_019_S_5242_20150812_redskull_bison,Fail,Fail
qc_020_S_0097_20060112_redskull_bison,,Pass
qc_020_S_0097_20060919_redskull_bison,,Pass
qc_020_S_0097_20070313_redskull_bison,,Pass
qc_020_S_0097_20080328_redskull_bison,,Pass
qc_020_S_0213_20060322_redskull_bison,,Fail
qc_020_S_0213_20061122_redskull_bison,,Fail
qc_020_S_0213_20070604_redskull_bison,,Fail
qc_020_S_0883_20060915_redskull_bison,,Pass
qc_020_S_0883_20070514_redskull_bison,,Pass
qc_020_S_0883_20080108_redskull_bison,,Pass
qc_020_S_0883_20090126_redskull_bison,,Pass
qc_020_S_0883_20091120_redskull_bison,,Pass
qc_020_S_0899_20060925_redskull_bison,,Pass
qc_020_S_0899_20070514_redskull_bison,,Pass
qc_020_S_0899_20080109_redskull_bison,,Pass
qc_020_S_0899_20090126_redskull_bison,,Pass
qc_020_S_0899_20091116_redskull_bison,,Pass
qc_020_S_1288_20070221_redskull_bison,,Fail
qc_020_S_1288_20070313_redskull_bison,Fail,Fail
qc_020_S_1288_20071010_redskull_bison,Fail,Fail
qc_020_S_1288_20071012_redskull_bison,,Fail
qc_020_S_1288_20080303_redskull_bison,,Fail
qc_020_S_1288_20080321_redskull_bison,Fail,Fail
qc_020_S_1288_20090325_redskull_bison,,Fail
qc_020_S_1288_20090327_redskull_bison,Fail,Fail
qc_020_S_1288_20100312_redskull_bison,,Fail
qc_020_S_1288_20120402_redskull_bison,,Fail
qc_020_S_4619_20120418_redskull_bison,Pass,Pass
qc_020_S_4920_20120913_redskull_bison,Fail,Fail
qc_020_S_4920_20121215_redskull_bison,Fail,Fail
qc_020_S_4920_20130423_redskull_bison,Fail,Fail
qc_020_S_4920_20131024_redskull_bison,Fail,Fail
qc_020_S_5140_20130422_redskull_bison,,Pass
qc_020_S_5140_20130722_redskull_bison,Pass,Pass
qc_020_S_5140_20150522_redskull_bison,,Pass
qc_020_S_5203_20130615_redskull_bison,Pass,Pass
qc_020_S_5203_20130928_redskull_bison,,Pass
qc_020_S_5203_20150611_redskull_bison,Pass,Pass
qc_021_S_0141_20060123_redskull_bison,,Fail
qc_021_S_0141_20060808_redskull_bison,,Fail
qc_021_S_0141_20070222_redskull_bison,,Fail
qc_021_S_0141_20070806_redskull_bison,,Fail
qc_021_S_0141_20080229_redskull_bison,,Fail
qc_021_S_0141_20090224_redskull_bison,,Fail
qc_021_S_0141_20100222_redskull_bison,,Fail
qc_021_S_0159_20060130_redskull_bison,,Pass
qc_021_S_0159_20060908_redskull_bison,,Pass
qc_021_S_0159_20070305_redskull_bison,,Pass
qc_021_S_0159_20080305_redskull_bison,,Fail
qc_021_S_0159_20090316_redskull_bison,,Pass
qc_021_S_0159_20100316_redskull_bison,,Pass
qc_021_S_0178_20060210_redskull_bison,,Pass
qc_021_S_0231_20060228_redskull_bison,,Pass
qc_021_S_0231_20060912_redskull_bison,,Pass
qc_021_S_0231_20070321_redskull_bison,,Pass
qc_021_S_0231_20070919_redskull_bison,,Pass
qc_021_S_0231_20080312_redskull_bison,,Pass
qc_021_S_0231_20080904_redskull_bison,,Pass
qc_021_S_0273_20060314_redskull_bison,,Pass
qc_021_S_0273_20061006_redskull_bison,,Pass
qc_021_S_0273_20070529_redskull_bison,,Pass
qc_021_S_0273_20071005_redskull_bison,,Pass
qc_021_S_0273_20080401_redskull_bison,,Pass
qc_021_S_0273_20090407_redskull_bison,,Pass
qc_021_S_0276_20060317_redskull_bison,Fail,Fail
qc_021_S_0276_20060929_redskull_bison,,Fail
qc_021_S_0276_20070404_redskull_bison,,Fail
qc_021_S_0276_20071004_redskull_bison,,Fail
qc_021_S_0276_20080313_redskull_bison,,Fail
qc_021_S_0276_20100330_redskull_bison,,Fail
qc_021_S_0332_20060404_redskull_bison,,Pass
qc_021_S_0332_20060419_redskull_bison,,Pass
qc_021_S_0332_20061019_redskull_bison,,Pass
qc_021_S_0332_20070419_redskull_bison,,Pass
qc_021_S_0332_20070425_redskull_bison,,Fail
qc_021_S_0337_20060328_redskull_bison,,Fail
qc_021_S_0337_20061024_redskull_bison,,Fail
qc_021_S_0337_20070425_redskull_bison,,Fail
qc_021_S_0337_20080501_redskull_bison,,Fail
qc_021_S_0337_20090428_redskull_bison,,Fail
qc_021_S_0337_20100505_redskull_bison,,Fail
qc_021_S_0343_20060406_redskull_bison,,Pass
qc_021_S_0343_20061025_redskull_bison,,Pass
qc_021_S_0343_20070424_redskull_bison,,Pass
qc_021_S_0343_20080429_redskull_bison,,Pass
qc_021_S_0424_20060420_redskull_bison,,Pass
qc_021_S_0424_20061110_redskull_bison,,Fail
qc_021_S_0424_20070510_redskull_bison,,Fail
qc_021_S_0424_20071113_redskull_bison,,Fail
qc_021_S_0424_20080513_redskull_bison,,Pass
qc_021_S_0424_20090512_redskull_bison,,Fail
qc_021_S_0424_20100507_redskull_bison,,Pass
qc_021_S_0626_20060629_redskull_bison,,Fail
qc_021_S_0626_20070215_redskull_bison,,Fail
qc_021_S_0626_20070807_redskull_bison,,Fail
qc_021_S_0626_20080212_redskull_bison,,Fail
qc_021_S_0626_20080827_redskull_bison,,Fail
qc_021_S_0626_20090810_redskull_bison,,Fail
qc_021_S_0626_20100817_redskull_bison,,Fail
qc_021_S_0642_20060628_redskull_bison,,Fail
qc_021_S_0642_20070124_redskull_bison,,Fail
qc_021_S_0642_20070718_redskull_bison,,Pass
qc_021_S_0647_20060629_redskull_bison,,Pass
qc_021_S_0647_20070209_redskull_bison,,Pass
qc_021_S_0647_20070802_redskull_bison,,Fail
qc_021_S_0647_20080820_redskull_bison,,Fail
qc_021_S_0753_20060804_redskull_bison,,Pass
qc_021_S_0753_20060911_redskull_bison,Pass,Pass
qc_021_S_0753_20070315_redskull_bison,,Pass
qc_021_S_0753_20070913_redskull_bison,,Pass
qc_021_S_0753_20081008_redskull_bison,,Pass
qc_021_S_0984_20061023_redskull_bison,,Fail
qc_021_S_0984_20070629_redskull_bison,,Fail
qc_021_S_0984_20071213_redskull_bison,,Fail
qc_021_S_0984_20081219_redskull_bison,,Fail
qc_021_S_0984_20091218_redskull_bison,,Fail
qc_021_S_0984_20101203_redskull_bison,,Fail
qc_021_S_1109_20061205_redskull_bison,,Pass
qc_021_S_1109_20070710_redskull_bison,,Pass
qc_021_S_1109_20080110_redskull_bison,,Pass
qc_021_S_1109_20080702_redskull_bison,,Pass
qc_022_S_0004_20050922_redskull_bison,,Pass
qc_022_S_0004_20061128_redskull_bison,,Pass
qc_022_S_0004_20070525_redskull_bison,,Pass
qc_022_S_0004_20081209_redskull_bison,,Pass
qc_022_S_0007_20050913_redskull_bison,,Fail
qc_022_S_0007_20060427_redskull_bison,,Fail
qc_022_S_0007_20071009_redskull_bison,,Fail
qc_022_S_0014_20050929_redskull_bison,,Fail
qc_022_S_0014_20060518_redskull_bison,,Fail
qc_022_S_0014_20061128_redskull_bison,,Fail
qc_022_S_0014_20071206_redskull_bison,,Fail
qc_022_S_0014_20081105_redskull_bison,,Fail
qc_022_S_0044_20051103_redskull_bison,,Fail
qc_022_S_0044_20060530_redskull_bison,,Fail
