Image,Expert01,Expert02
qc_053_S_0389_20090527_redskull_bison,,Fail
qc_053_S_0507_20060515_redskull_bison,,Pass
qc_053_S_0507_20061211_redskull_bison,,Pass
qc_053_S_0507_20070611_redskull_bison,,Pass
qc_053_S_0507_20071127_redskull_bison,,Pass
qc_053_S_0507_20080611_redskull_bison,,Pass
qc_053_S_0507_20090520_redskull_bison,,Pass
qc_053_S_0621_20060612_redskull_bison,,Fail
qc_053_S_0621_20070109_redskull_bison,,Fail
qc_053_S_0621_20070704_redskull_bison,,Fail
qc_053_S_0621_20080109_redskull_bison,,Fail
qc_053_S_0621_20080618_redskull_bison,,Fail
qc_053_S_0621_20090617_redskull_bison,,Fail
qc_053_S_0919_20061016_redskull_bison,,Pass
qc_053_S_0919_20070508_redskull_bison,,Fail
qc_053_S_0919_20071023_redskull_bison,,Fail
qc_053_S_0919_20080528_redskull_bison,,Fail
qc_053_S_0919_20081029_redskull_bison,,Fail
qc_053_S_0919_20091102_redskull_bison,,Fail
qc_053_S_0919_20101103_redskull_bison,,Fail
qc_053_S_0919_20111114_redskull_bison,,Fail
qc_053_S_0919_20130104_redskull_bison,Fail,Fail
qc_053_S_0919_20131205_redskull_bison,Fail,Fail
qc_053_S_1044_20061026_redskull_bison,,Fail
qc_053_S_1044_20070604_redskull_bison,,Fail
qc_053_S_1044_20071121_redskull_bison,,Fail
qc_053_S_1044_20081210_redskull_bison,,Fail
qc_053_S_2357_20110420_redskull_bison,,Fail
qc_053_S_2357_20110715_redskull_bison,Fail,Fail
qc_053_S_2357_20111102_redskull_bison,,Fail
qc_053_S_2357_20120517_redskull_bison,,Fail
qc_053_S_2357_20130529_redskull_bison,Fail,Fail
qc_053_S_2396_20110727_redskull_bison,,Pass
qc_053_S_2396_20111121_redskull_bison,,Pass
qc_053_S_2396_20120207_redskull_bison,Pass,Pass
qc_053_S_2396_20120730_redskull_bison,Pass,Pass
qc_053_S_2396_20130726_redskull_bison,Pass,Pass
qc_053_S_4557_20120308_redskull_bison,,Fail
qc_053_S_4557_20120604_redskull_bison,Fail,Fail
qc_053_S_4557_20120927_redskull_bison,,Fail
qc_053_S_4557_20140307_redskull_bison,Fail,Fail
qc_053_S_4578_20120316_redskull_bison,,Fail
qc_053_S_4578_20120608_redskull_bison,,Fail
qc_053_S_4578_20121003_redskull_bison,Fail,Fail
qc_053_S_4578_20130410_redskull_bison,,Fail
qc_053_S_4578_20140408_redskull_bison,,Fail
qc_053_S_4661_20120528_redskull_bison,Fail,Fail
qc_053_S_4661_20120911_redskull_bison,,Fail
qc_053_S_4661_20130612_redskull_bison,,Fail
qc_053_S_4661_20140617_redskull_bison,Fail,Fail
qc_053_S_4813_20120716_redskull_bison,Fail,Fail
qc_053_S_4813_20120928_redskull_bison,,Pass
qc_053_S_4813_20130110_redskull_bison,,Pass
qc_053_S_4813_20130731_redskull_bison,,Fail
qc_053_S_4813_20140731_redskull_bison,Fail,Fail
qc_053_S_5070_20130131_redskull_bison,,Fail
qc_053_S_5070_20130513_redskull_bison,,Fail
qc_053_S_5070_20130910_redskull_bison,,Fail
qc_053_S_5070_20140221_redskull_bison,,Fail
qc_053_S_5202_20130607_redskull_bison,,Fail
qc_053_S_5202_20130920_redskull_bison,Fail,Fail
qc_053_S_5208_20130617_redskull_bison,,Fail
qc_053_S_5272_20130812_redskull_bison,,Pass
qc_053_S_5287_20130910_redskull_bison,,Fail
qc_053_S_5296_20131210_redskull_bison,,Pass
qc_057_S_0464_20060517_redskull_bison,,Pass
qc_057_S_0464_20070103_redskull_bison,,Pass
qc_057_S_0464_20070613_redskull_bison,,Pass
qc_057_S_0464_20071121_redskull_bison,,Pass
qc_057_S_0464_20080702_redskull_bison,,Pass
qc_057_S_0464_20090624_redskull_bison,,Pass
qc_057_S_0474_20060503_redskull_bison,,Fail
qc_057_S_0474_20061213_redskull_bison,,Fail
qc_057_S_0474_20070523_redskull_bison,,Fail
qc_057_S_0474_20080423_redskull_bison,,Fail
qc_057_S_0643_20060621_redskull_bison,,Pass
qc_057_S_0643_20070124_redskull_bison,,Pass
qc_057_S_0643_20070718_redskull_bison,,Pass
qc_057_S_0643_20080716_redskull_bison,,Pass
qc_057_S_0643_20090722_redskull_bison,,Pass
qc_057_S_0779_20060816_redskull_bison,,Pass
qc_057_S_0779_20070314_redskull_bison,,Pass
qc_057_S_0779_20070912_redskull_bison,,Pass
qc_057_S_0779_20080917_redskull_bison,,Pass
qc_057_S_0779_20090902_redskull_bison,,Pass
qc_057_S_0818_20060906_redskull_bison,,Pass
qc_057_S_0818_20070328_redskull_bison,,Pass
qc_057_S_0818_20070926_redskull_bison,,Pass
qc_057_S_0818_20080924_redskull_bison,,Pass
qc_057_S_0818_20090930_redskull_bison,,Pass
qc_057_S_0839_20060920_redskull_bison,,Pass
qc_057_S_0839_20070418_redskull_bison,,Pass
qc_057_S_0839_20071003_redskull_bison,,Pass
qc_057_S_0839_20080409_redskull_bison,,Pass
qc_057_S_0839_20081015_redskull_bison,,Pass
qc_057_S_0839_20091014_redskull_bison,,Pass
qc_057_S_0934_20061004_redskull_bison,,Pass
qc_057_S_0934_20070425_redskull_bison,,Pass
qc_057_S_0934_20071017_redskull_bison,,Pass
qc_057_S_0934_20081022_redskull_bison,,Pass
qc_057_S_0934_20091104_redskull_bison,,Pass
qc_057_S_0934_20111109_redskull_bison,,Pass
qc_057_S_0941_20061011_redskull_bison,,Fail
qc_057_S_0941_20070425_redskull_bison,,Fail
qc_057_S_0941_20071031_redskull_bison,,Fail
qc_057_S_0941_20080423_redskull_bison,,Fail
qc_057_S_0941_20081022_redskull_bison,,Fail
qc_057_S_0957_20061018_redskull_bison,,Pass
qc_057_S_0957_20070509_redskull_bison,,Pass
qc_057_S_1007_20061025_redskull_bison,,Pass
qc_057_S_1007_20070509_redskull_bison,,Pass
qc_057_S_1007_20071031_redskull_bison,,Pass
qc_057_S_1007_20080423_redskull_bison,,Pass
qc_057_S_1007_20081105_redskull_bison,,Fail
qc_057_S_1007_20091104_redskull_bison,,Pass
qc_057_S_1007_20111109_redskull_bison,,Pass
qc_057_S_1217_20070131_redskull_bison,,Fail
qc_057_S_1217_20070822_redskull_bison,,Pass
qc_057_S_1217_20080213_redskull_bison,,Pass
qc_057_S_1217_20080813_redskull_bison,,Fail
qc_057_S_1217_20090211_redskull_bison,,Fail
qc_057_S_1217_20100310_redskull_bison,,Fail
qc_057_S_1265_20070131_redskull_bison,,Fail
qc_057_S_1265_20070822_redskull_bison,,Fail
qc_057_S_1265_20080213_redskull_bison,,Fail
qc_057_S_1265_20080813_redskull_bison,,Fail
qc_057_S_1265_20090218_redskull_bison,,Fail
qc_057_S_1269_20070131_redskull_bison,,Fail
qc_057_S_1269_20070822_redskull_bison,,Fail
qc_057_S_1269_20080213_redskull_bison,,Fail
qc_057_S_1269_20080806_redskull_bison,,Fail
qc_057_S_1269_20090218_redskull_bison,,Fail
qc_057_S_1269_20100310_redskull_bison,,Fail
qc_057_S_1269_20110216_redskull_bison,,Fail
qc_057_S_1269_20120208_redskull_bison,,Fail
qc_057_S_1371_20070321_redskull_bison,,Fail
qc_057_S_1371_20071003_redskull_bison,,Fail
qc_057_S_1371_20080409_redskull_bison,,Fail
qc_057_S_1371_20090415_redskull_bison,,Fail
qc_057_S_1373_20070321_redskull_bison,,Pass
qc_057_S_1373_20071017_redskull_bison,Pass,Pass
qc_057_S_1373_20080411_redskull_bison,,Pass
qc_057_S_1373_20090408_redskull_bison,,Pass
qc_057_S_1379_20070321_redskull_bison,,Pass
qc_057_S_1379_20071003_redskull_bison,,Pass
qc_057_S_1379_20080409_redskull_bison,,Pass
qc_057_S_1379_20090415_redskull_bison,,Pass
qc_057_S_2398_20110705_redskull_bison,,Pass
qc_057_S_2398_20111006_redskull_bison,,Pass
qc_057_S_4110_20110708_redskull_bison,,Fail
qc_062_S_0535_20060518_redskull_bison,,Fail
qc_062_S_0535_20061214_redskull_bison,,Fail
qc_062_S_0535_20070604_redskull_bison,,Fail
qc_062_S_0535_20080617_redskull_bison,,Fail
qc_062_S_0578_20060530_redskull_bison,,Pass
qc_062_S_0578_20061220_redskull_bison,,Pass
qc_062_S_0578_20070611_redskull_bison,,Pass
qc_062_S_0578_20080611_redskull_bison,,Pass
qc_062_S_0690_20060718_redskull_bison,,Fail
qc_062_S_0690_20070129_redskull_bison,,Fail
qc_062_S_0690_20070731_redskull_bison,,Fail
qc_062_S_0690_20080729_redskull_bison,,Fail
qc_062_S_0730_20060719_redskull_bison,,Pass
qc_062_S_0730_20070208_redskull_bison,,Pass
qc_062_S_0730_20070808_redskull_bison,,Pass
qc_062_S_0730_20080804_redskull_bison,,Pass
qc_062_S_0768_20060802_redskull_bison,,Pass
qc_062_S_0768_20070213_redskull_bison,,Pass
qc_062_S_0768_20070927_redskull_bison,,Pass
qc_062_S_0768_20080811_redskull_bison,,Pass
qc_062_S_0793_20060824_redskull_bison,,Pass
qc_062_S_0793_20070227_redskull_bison,,Pass
qc_062_S_0793_20070911_redskull_bison,,Fail
qc_062_S_0793_20081208_redskull_bison,,Fail
qc_062_S_1091_20061128_redskull_bison,,Pass
qc_062_S_1099_20061120_redskull_bison,,Pass
qc_062_S_1099_20070606_redskull_bison,,Pass
qc_062_S_1099_20071211_redskull_bison,,Pass
qc_062_S_1182_20070117_redskull_bison,,Pass
qc_062_S_1182_20070821_redskull_bison,,Pass
qc_062_S_1182_20080225_redskull_bison,,Pass
qc_062_S_1182_20080917_redskull_bison,,Pass
qc_062_S_1182_20090304_redskull_bison,,Pass
qc_062_S_1182_20100225_redskull_bison,,Pass
qc_062_S_1294_20070215_redskull_bison,,Fail
qc_062_S_1294_20070816_redskull_bison,,Fail
qc_062_S_1299_20070220_redskull_bison,,Pass
qc_062_S_1299_20070917_redskull_bison,,Pass
qc_062_S_1299_20080314_redskull_bison,,Pass
qc_062_S_1299_20080915_redskull_bison,,Pass
qc_062_S_1299_20090311_redskull_bison,,Pass
qc_062_S_1299_20100305_redskull_bison,,Pass
qc_067_S_0019_20051012_redskull_bison,,Pass
qc_067_S_0019_20060613_redskull_bison,,Fail
qc_067_S_0019_20061208_redskull_bison,,Pass
qc_067_S_0019_20081208_redskull_bison,,Fail
qc_067_S_0020_20051012_redskull_bison,,Fail
qc_067_S_0024_20051014_redskull_bison,,Fail
qc_067_S_0029_20051014_redskull_bison,,Pass
qc_067_S_0029_20060502_redskull_bison,,Pass
qc_067_S_0029_20061114_redskull_bison,,Pass
qc_067_S_0029_20080519_redskull_bison,,Pass
qc_067_S_0038_20051110_redskull_bison,,Fail
qc_067_S_0038_20060623_redskull_bison,,Pass
qc_067_S_0038_20061207_redskull_bison,,Pass
qc_067_S_0045_20051116_redskull_bison,,Fail
qc_067_S_0045_20060713_redskull_bison,,Fail
qc_067_S_0056_20051109_redskull_bison,,Pass
qc_067_S_0056_20060707_redskull_bison,,Pass
qc_067_S_0056_20061219_redskull_bison,,Pass
qc_067_S_0056_20081209_redskull_bison,,Fail
qc_067_S_0056_20101210_redskull_bison,,Fail
qc_067_S_0056_20120120_redskull_bison,,Fail
qc_067_S_0056_20131213_redskull_bison,Fail,Fail
qc_067_S_0056_20141215_redskull_bison,,Fail
qc_067_S_0059_20051212_redskull_bison,,Pass
qc_067_S_0059_20060707_redskull_bison,,Pass
qc_067_S_0059_20061219_redskull_bison,,Pass
qc_067_S_0059_20081209_redskull_bison,,Fail
qc_067_S_0059_20101210_redskull_bison,,Fail
qc_067_S_0059_20120120_redskull_bison,,Pass
qc_067_S_0059_20131213_redskull_bison,Pass,Pass
qc_067_S_0059_20141215_redskull_bison,,Fail
qc_067_S_0076_20051206_redskull_bison,,Pass
qc_067_S_0076_20060714_redskull_bison,,Pass
qc_067_S_0076_20070312_redskull_bison,,Pass
qc_067_S_0076_20081022_redskull_bison,,Pass
qc_067_S_0077_20051221_redskull_bison,,Fail
qc_067_S_0077_20060821_redskull_bison,,Fail
qc_067_S_0077_20070305_redskull_bison,,Fail
qc_067_S_0077_20070830_redskull_bison,,Fail
qc_067_S_0077_20080623_redskull_bison,,Fail
qc_067_S_0098_20060130_redskull_bison,,Fail
qc_067_S_0098_20070109_redskull_bison,,Fail
qc_067_S_0098_20070404_redskull_bison,,Fail
qc_067_S_0098_20090326_redskull_bison,,Fail
qc_067_S_0110_20060125_redskull_bison,,Fail
qc_067_S_0110_20070306_redskull_bison,,Fail
qc_067_S_0176_20060403_redskull_bison,,Fail
qc_067_S_0176_20061205_redskull_bison,,Fail
qc_067_S_0176_20070522_redskull_bison,,Fail
qc_067_S_0176_20080619_redskull_bison,,Fail
qc_067_S_0176_20090504_redskull_bison,,Fail
qc_067_S_0177_20060310_redskull_bison,,Fail
qc_067_S_0177_20061222_redskull_bison,,Fail
qc_067_S_0177_20070418_redskull_bison,,Fail
qc_067_S_0177_20080507_redskull_bison,,Fail
qc_067_S_0243_20060309_redskull_bison,,Fail
qc_067_S_0243_20070403_redskull_bison,,Fail
qc_067_S_0257_20060519_redskull_bison,,Pass
qc_067_S_0257_20070219_redskull_bison,,Pass
qc_067_S_0257_20070814_redskull_bison,,Pass
qc_067_S_0257_20081024_redskull_bison,,Pass
qc_067_S_0257_20090812_redskull_bison,,Pass
qc_067_S_0257_20100816_redskull_bison,,Pass
qc_067_S_0257_20120723_redskull_bison,,Pass
qc_067_S_0257_20130820_redskull_bison,Pass,Pass
qc_067_S_0257_20140730_redskull_bison,,Pass
qc_067_S_0284_20060317_redskull_bison,,Fail
qc_067_S_0284_20061127_redskull_bison,,Fail
qc_067_S_0284_20070502_redskull_bison,,Fail
qc_067_S_0290_20060328_redskull_bison,,Fail
qc_067_S_0290_20060601_redskull_bison,Fail,Fail
qc_067_S_0290_20070209_redskull_bison,,Fail
qc_067_S_0290_20070216_redskull_bison,,Fail
qc_067_S_0290_20070612_redskull_bison,,Fail
qc_067_S_0290_20070615_redskull_bison,Fail,Fail
qc_067_S_0290_20080520_redskull_bison,,Fail
qc_067_S_0290_20080602_redskull_bison,,Fail
qc_067_S_0290_20090506_redskull_bison,,Fail
qc_067_S_0290_20090605_redskull_bison,Fail,Fail
qc_067_S_0336_20060504_redskull_bison,,Pass
qc_067_S_0336_20061211_redskull_bison,,Pass
qc_067_S_0336_20070521_redskull_bison,,Pass
qc_067_S_0336_20080605_redskull_bison,,Pass
qc_067_S_0607_20060627_redskull_bison,,Pass
qc_067_S_0607_20060818_redskull_bison,,Pass
qc_067_S_0607_20070313_redskull_bison,,Pass
qc_067_S_0607_20070328_redskull_bison,,Pass
qc_067_S_0607_20070813_redskull_bison,Pass,Pass
qc_067_S_0607_20080502_redskull_bison,Pass,Pass
qc_067_S_0607_20081114_redskull_bison,,Pass
qc_067_S_0812_20061002_redskull_bison,,Pass
qc_067_S_0812_20061025_redskull_bison,,Pass
qc_067_S_0812_20070417_redskull_bison,,Pass
qc_067_S_0812_20070507_redskull_bison,Pass,Pass
qc_067_S_0812_20081110_redskull_bison,,Pass
qc_067_S_0828_20060905_redskull_bison,,Fail
qc_067_S_0828_20061109_redskull_bison,,Fail
qc_067_S_1185_20070103_redskull_bison,,Fail
qc_067_S_1185_20070122_redskull_bison,,Fail
qc_067_S_1185_20070724_redskull_bison,,Fail
qc_067_S_1185_20070807_redskull_bison,,Fail
qc_067_S_1253_20070305_redskull_bison,,Fail
qc_067_S_1253_20070330_redskull_bison,Fail,Fail
qc_067_S_1253_20070913_redskull_bison,Fail,Pass
qc_067_S_1253_20080513_redskull_bison,,Fail
qc_067_S_2084_20100930_redskull_bison,Pass,Pass
qc_067_S_2195_20101119_redskull_bison,Fail,Pass
qc_067_S_2195_20110221_redskull_bison,Pass,Pass
qc_067_S_2195_20110613_redskull_bison,Pass,Pass
qc_067_S_2195_20111213_redskull_bison,,Pass
qc_067_S_2195_20121205_redskull_bison,,Pass
qc_067_S_2195_20131205_redskull_bison,,Pass
qc_067_S_2195_20141216_redskull_bison,,Pass
qc_067_S_2196_20101122_redskull_bison,,Pass
qc_067_S_2196_20110223_redskull_bison,Fail,Pass
qc_067_S_2196_20110606_redskull_bison,,Pass
qc_067_S_2196_20111207_redskull_bison,Fail,Pass
qc_067_S_2196_20121128_redskull_bison,,Fail
qc_067_S_2301_20110216_redskull_bison,,Pass
qc_067_S_2301_20110516_redskull_bison,Fail,Pass
qc_067_S_2301_20110830_redskull_bison,,Pass
qc_067_S_2301_20120302_redskull_bison,,Pass
qc_067_S_2301_20130315_redskull_bison,,Pass
qc_067_S_2301_20140226_redskull_bison,,Pass
qc_067_S_2301_20150304_redskull_bison,,Fail
qc_067_S_2304_20110224_redskull_bison,,Fail
qc_067_S_2304_20110524_redskull_bison,Fail,Fail
qc_067_S_2304_20110914_redskull_bison,Fail,Fail
qc_067_S_2304_20120301_redskull_bison,,Fail
qc_067_S_2304_20130313_redskull_bison,,Fail
qc_067_S_2304_20140319_redskull_bison,Fail,Fail
qc_067_S_2304_20150227_redskull_bison,,Fail
qc_067_S_4054_20110525_redskull_bison,Pass,Pass
qc_067_S_4054_20110826_redskull_bison,,Fail
qc_067_S_4054_20111215_redskull_bison,,Pass
qc_067_S_4054_20120613_redskull_bison,,Pass
qc_067_S_4054_20130625_redskull_bison,,Pass
qc_067_S_4072_20110706_redskull_bison,,Pass
qc_067_S_4072_20111012_redskull_bison,,Pass
qc_067_S_4072_20120209_redskull_bison,,Pass
qc_067_S_4072_20120713_redskull_bison,,Pass
qc_067_S_4072_20130710_redskull_bison,,Fail
qc_067_S_4072_20150724_redskull_bison,,Fail
qc_067_S_4113_20110719_redskull_bison,,Fail
qc_067_S_4184_20110908_redskull_bison,,Fail
qc_067_S_4184_20111219_redskull_bison,Fail,Fail
qc_067_S_4184_20120323_redskull_bison,Fail,Fail
qc_067_S_4184_20120919_redskull_bison,,Fail
qc_067_S_4184_20130912_redskull_bison,Fail,Fail
qc_067_S_4212_20110906_redskull_bison,,Pass
qc_067_S_4212_20111219_redskull_bison,Pass,Pass
qc_067_S_4212_20120323_redskull_bison,Pass,Pass
qc_067_S_4212_20120919_redskull_bison,,Pass
qc_067_S_4212_20130912_redskull_bison,,Pass
qc_067_S_4310_20111027_redskull_bison,,Fail
qc_067_S_4310_20120201_redskull_bison,,Fail
qc_067_S_4310_20120517_redskull_bison,,Fail
qc_067_S_4310_20121116_redskull_bison,Fail,Fail
qc_067_S_4310_20131111_redskull_bison,,Fail
qc_067_S_4728_20120601_redskull_bison,,Pass
qc_067_S_4728_20120829_redskull_bison,,Pass
qc_067_S_4728_20121130_redskull_bison,,Pass
qc_067_S_4728_20130531_redskull_bison,,Pass
qc_067_S_4767_20120611_redskull_bison,Fail,Pass
qc_067_S_4767_20120910_redskull_bison,Pass,Fail
qc_067_S_4767_20121210_redskull_bison,,Fail
qc_067_S_4767_20130620_redskull_bison,Fail,Fail
qc_067_S_4767_20140609_redskull_bison,Fail,Fail
qc_067_S_4782_20120726_redskull_bison,Pass,Pass
qc_067_S_4782_20121026_redskull_bison,Fail,Fail
qc_067_S_4782_20130103_redskull_bison,Fail,Fail
qc_067_S_4782_20130808_redskull_bison,Fail,Fail
qc_067_S_4782_20140721_redskull_bison,,Fail
qc_067_S_4918_20120921_redskull_bison,,Fail
qc_067_S_4918_20121217_redskull_bison,,Fail
qc_067_S_4918_20130510_redskull_bison,Fail,Fail
qc_067_S_4918_20131030_redskull_bison,Fail,Fail
qc_067_S_5159_20130502_redskull_bison,Pass,Pass
qc_067_S_5159_20130812_redskull_bison,,Pass
qc_067_S_5159_20150529_redskull_bison,Pass,Pass
qc_067_S_5160_20130517_redskull_bison,Fail,Fail
qc_067_S_5160_20130814_redskull_bison,Fail,Fail
qc_067_S_5205_20130617_redskull_bison,Fail,Fail
qc_067_S_5205_20130909_redskull_bison,Pass,Pass
qc_067_S_5212_20130711_redskull_bison,Fail,Pass
qc_068_S_0802_20140814_redskull_bison,Fail,Fail
qc_068_S_2168_20101101_redskull_bison,,Fail
qc_068_S_2168_20110216_redskull_bison,Fail,Fail
qc_068_S_2168_20110524_redskull_bison,Fail,Fail
qc_068_S_2168_20120113_redskull_bison,,Fail
qc_068_S_2171_20101109_redskull_bison,,Pass
qc_068_S_2171_20110621_redskull_bison,Pass,Pass
qc_068_S_2171_20111220_redskull_bison,,Fail
qc_068_S_2184_20101115_redskull_bison,,Pass
qc_068_S_2184_20110222_redskull_bison,,Pass
qc_068_S_2184_20110713_redskull_bison,,Pass
qc_068_S_2184_20111212_redskull_bison,,Pass
qc_068_S_2184_20150709_redskull_bison,Pass,Fail
qc_068_S_2187_20101115_redskull_bison,,Pass
qc_068_S_2187_20110215_redskull_bison,,Pass
qc_068_S_2187_20110609_redskull_bison,,Pass
qc_068_S_2187_20111219_redskull_bison,Pass,Pass
qc_068_S_2187_20121214_redskull_bison,Pass,Pass
qc_068_S_2187_20150303_redskull_bison,,Pass
qc_068_S_2193_20101202_redskull_bison,Pass,Pass
qc_068_S_2193_20110725_redskull_bison,Pass,Pass
qc_068_S_2193_20120507_redskull_bison,Pass,Fail
qc_068_S_2194_20101115_redskull_bison,,Pass
qc_068_S_2194_20110218_redskull_bison,Pass,Pass
qc_068_S_2194_20110617_redskull_bison,,Pass
qc_068_S_2248_20101221_redskull_bison,,Pass
qc_068_S_2248_20110504_redskull_bison,Pass,Pass
qc_068_S_2248_20110712_redskull_bison,Pass,Pass
qc_068_S_2248_20120320_redskull_bison,Pass,Pass
qc_068_S_2248_20130211_redskull_bison,,Pass
qc_068_S_2315_20110308_redskull_bison,Pass,Pass
qc_068_S_2315_20110711_redskull_bison,Pass,Pass
qc_068_S_2315_20111018_redskull_bison,,Pass
qc_068_S_2315_20120423_redskull_bison,,Pass
qc_068_S_2316_20110310_redskull_bison,Pass,Fail
qc_068_S_2316_20110711_redskull_bison,Fail,Fail
qc_068_S_2316_20111003_redskull_bison,,Fail
qc_068_S_2316_20120618_redskull_bison,Fail,Fail
qc_068_S_4061_20110603_redskull_bison,,Pass
qc_068_S_4061_20110920_redskull_bison,Pass,Pass
qc_068_S_4061_20111219_redskull_bison,,Pass
qc_068_S_4061_20120702_redskull_bison,,Pass
qc_068_S_4061_20130625_redskull_bison,,Pass
qc_068_S_4067_20110606_redskull_bison,,Pass
qc_068_S_4067_20110914_redskull_bison,,Fail
qc_068_S_4067_20121108_redskull_bison,,Pass
qc_068_S_4067_20140811_redskull_bison,,Pass
qc_068_S_4134_20110728_redskull_bison,Fail,Fail
qc_068_S_4134_20111031_redskull_bison,Fail,Fail
qc_068_S_4134_20121015_redskull_bison,,Fail
qc_068_S_4174_20110819_redskull_bison,Fail,Fail
qc_068_S_4174_20111208_redskull_bison,Fail,Fail
qc_068_S_4174_20120315_redskull_bison,,Fail
qc_068_S_4174_20121029_redskull_bison,Fail,Fail
qc_068_S_4217_20110906_redskull_bison,Pass,Pass
qc_068_S_4217_20111214_redskull_bison,Pass,Pass
qc_068_S_4217_20120507_redskull_bison,Pass,Pass
qc_068_S_4217_20121206_redskull_bison,Pass,Pass
qc_068_S_4217_20131217_redskull_bison,Fail,Pass
qc_068_S_4274_20111010_redskull_bison,Pass,Pass
qc_068_S_4274_20120120_redskull_bison,Pass,Pass
qc_068_S_4274_20121212_redskull_bison,Pass,Pass
qc_068_S_4332_20111114_redskull_bison,Fail,Fail
qc_068_S_4332_20120309_redskull_bison,,Fail
qc_068_S_4332_20150714_redskull_bison,,Fail
qc_068_S_4340_20111128_redskull_bison,Fail,Pass
qc_068_S_4340_20120315_redskull_bison,Fail,Pass
qc_068_S_4340_20130109_redskull_bison,,Pass
qc_068_S_4424_20111223_redskull_bison,Pass,Pass
qc_068_S_4424_20120423_redskull_bison,Pass,Pass
qc_068_S_4424_20121113_redskull_bison,Pass,Pass
qc_068_S_4424_20150602_redskull_bison,Pass,Pass
qc_068_S_4431_20120206_redskull_bison,Pass,Pass
qc_068_S_4431_20150701_redskull_bison,Pass,Pass
qc_068_S_4859_20120803_redskull_bison,Pass,Pass
qc_068_S_4859_20121210_redskull_bison,,Pass
qc_068_S_4914_20120904_redskull_bison,Fail,Fail
qc_068_S_4968_20130215_redskull_bison,Pass,Pass
qc_068_S_5146_20130515_redskull_bison,,Fail
qc_068_S_5206_20130626_redskull_bison,Fail,Fail
qc_070_S_4692_20120508_redskull_bison,Pass,Pass
qc_070_S_4692_20120801_redskull_bison,,Pass
qc_070_S_4708_20120515_redskull_bison,,Fail
qc_070_S_4708_20120815_redskull_bison,,Fail
qc_070_S_4719_20120521_redskull_bison,Fail,Pass
qc_070_S_4793_20120625_redskull_bison,Pass,Pass
qc_070_S_4793_20120927_redskull_bison,,Pass
qc_070_S_4793_20130110_redskull_bison,,Fail
qc_070_S_4798_20120628_redskull_bison,Pass,Pass
qc_070_S_4856_20120725_redskull_bison,,Pass
qc_070_S_4856_20121022_redskull_bison,Pass,Pass
qc_070_S_4856_20130204_redskull_bison,Pass,Pass
qc_070_S_4856_20130815_redskull_bison,Pass,Pass
qc_070_S_5040_20121203_redskull_bison,Pass,Pass
qc_070_S_5040_20130319_redskull_bison,,Fail
qc_070_S_5040_20130725_redskull_bison,Pass,Pass
qc_070_S_5040_20140128_redskull_bison,,Pass
qc_072_S_0315_20060329_redskull_bison,,Pass
qc_072_S_0315_20070509_redskull_bison,,Pass
qc_072_S_0315_20090508_redskull_bison,,Pass
qc_072_S_0315_20100408_redskull_bison,,Pass
qc_072_S_0315_20110412_redskull_bison,,Pass
qc_072_S_0315_20120410_redskull_bison,,Pass
qc_072_S_0315_20130408_redskull_bison,,Pass
qc_072_S_0315_20140421_redskull_bison,,Pass
qc_072_S_1211_20070309_redskull_bison,,Pass
qc_072_S_1211_20070906_redskull_bison,,Pass
qc_072_S_1211_20090220_redskull_bison,,Fail
qc_072_S_1211_20100301_redskull_bison,,Pass
qc_072_S_1380_20070416_redskull_bison,,Pass
qc_072_S_1380_20070927_redskull_bison,,Pass
qc_072_S_1380_20081001_redskull_bison,,Pass
qc_072_S_1380_20090504_redskull_bison,,Pass
qc_072_S_1380_20100401_redskull_bison,,Pass
qc_072_S_1380_20110526_redskull_bison,,Fail
qc_072_S_2026_20100726_redskull_bison,,Fail
qc_072_S_2026_20101028_redskull_bison,Fail,Fail
qc_072_S_2026_20110129_redskull_bison,,Fail
qc_072_S_2026_20110802_redskull_bison,,Fail
qc_072_S_2027_20100722_redskull_bison,,Fail
qc_072_S_2027_20101019_redskull_bison,,Fail
qc_072_S_2027_20110218_redskull_bison,Fail,Fail
qc_072_S_2027_20110819_redskull_bison,,Fail
qc_072_S_2027_20120809_redskull_bison,Fail,Fail
qc_072_S_2037_20100809_redskull_bison,,Fail
qc_072_S_2037_20101112_redskull_bison,,Pass
qc_072_S_2037_20110217_redskull_bison,,Fail
qc_072_S_2037_20110819_redskull_bison,,Fail
qc_072_S_2037_20120816_redskull_bison,Fail,Fail
qc_072_S_2037_20130815_redskull_bison,Fail,Fail
qc_072_S_2037_20140902_redskull_bison,Pass,Pass
qc_072_S_2070_20100907_redskull_bison,Pass,Pass
qc_072_S_2070_20101213_redskull_bison,Pass,Pass
qc_072_S_2072_20100909_redskull_bison,Pass,Pass
qc_072_S_2072_20101206_redskull_bison,,Fail
qc_072_S_2072_20110328_redskull_bison,Pass,Pass
qc_072_S_2072_20110915_redskull_bison,,Pass
qc_072_S_2072_20120918_redskull_bison,,Pass
qc_072_S_2083_20100914_redskull_bison,Pass,Pass
qc_072_S_2083_20101213_redskull_bison,,Pass
qc_072_S_2083_20110328_redskull_bison,Pass,Pass
qc_072_S_2083_20110927_redskull_bison,,Pass
qc_072_S_2083_20120911_redskull_bison,,Pass
qc_072_S_2093_20101008_redskull_bison,,Fail
qc_072_S_2093_20110107_redskull_bison,Fail,Fail
